Year,Quarter,STATE,Production,In Bottles & Cans,In Kegs,"Tax-Determined,
Premises Use","For Export,
Vessels &
Aircraft","Consumed On
Brewery
Premises","Stocks On Hand
End-of-Month",Brewery Count
2020,Q3,Wisconsin,"3,179,266.08","2,641,822.74",,"25,856.00","6,293.42","1,075.69","877,559.90",365
2020,Q3,Wyoming,"19,321.17",,"6,092.69","4,127.39",,369.97,"5,340.80",51
2015,Q4,New York,"1,969,585.82","1,586,757.93","129,960.81","12,626.57","35,025.65",424.69,"657,223.98",63
2016,Q4,New York,,,,,,,,73
2017,Q4,New York,,,,,,,,88
2018,Q4,New York,,,,,,,,106
2019,Q4,New York,"2,156,093.04","1,771,916.08","108,644.43","36,584.53","44,343.78","1,397.24","614,183.07",618
2020,Q4,New York,"2,296,811.42","2,000,044.95","49,856.54","30,758.16","47,652.34","3,762.79","663,587.77",135
2021,Q4,New York,"2,259,462.25","1,971,741.21","129,102.86","34,833.73",,"4,816.39","613,405.69",140
2022,Q4,New York,"1,730,718.86","1,528,704.15","81,989.30","35,375.92","5,650.38","2,036.56","593,173.98",156
2019,Q4,"New
Hampshire",,,,"12,520.17",0,328.52,,125
2015,Q4,North Carolina,,,,"16,711.30",,843.04,,207
2016,Q4,North Carolina,,,,,,,,260
2017,Q4,North Carolina,,,,,,,,330
2018,Q4,North Carolina,,,,,,,,387
2019,Q4,North Carolina,"337,395.69","245,401.35","72,419.40","41,103.21",,775.03,"171,943.53",443
2020,Q4,North Carolina,"360,693.04","279,861.72","39,798.67","43,664.45",,"1,154.64",,491
2021,Q4,North Carolina,"430,182.39","375,417.59","56,157.64","48,083.26",,391.48,"179,473.52",544
2022,Q4,North Carolina,"397,649.07","291,423.90","57,542.08","42,278.48",,"1,270.51","132,576.06",578
2015,Q4,North Dakota,"1,834.64",,,373.22,0,0,852.67,11
2016,Q4,North Dakota,,,,,,,,15
2017,Q4,North Dakota,,,,,,,,22
2018,Q4,North Dakota,,,,,,,,26
2019,Q4,North Dakota,"2,896.33",,,"2,772.07",0,26.79,"1,336.41",29
2020,Q4,North Dakota,"3,218.31",0,0,"3,194.04",0,,"1,248.13",31
2021,Q4,North Dakota,"3,844.43",0,0,"3,663.63",0,34.24,"1,167.78",34
2022,Q4,North Dakota,"3,646.90",0,0,"3,325.08",0,47.65,"1,525.55",33
2015,Q4,Ohio,"4,981,933.29","4,354,072.31","390,608.78","9,212.81",,344.39,"845,710.90",187
2016,Q4,Ohio,,,,,,,,236
2017,Q4,Ohio,,,,,,,,324
2018,Q4,Ohio,,,,,,,,377
2019,Q4,Ohio,"4,455,450.83","3,900,589.58","346,952.42","36,217.14",,"1,440.81","799,882.06",437
2020,Q4,Ohio,"4,483,444.70","4,175,893.36","169,087.62","27,248.86",,763.65,"859,387.77",482
2021,Q4,Ohio,"4,669,257.81","4,248,631.91","268,157.99","29,488.02",,"1,588.84","898,468.90",525
2022,Q4,Ohio,"3,698,400.74","3,484,545.69","271,039.28","32,759.49",,"1,323.86","653,787.87",563
2015,Q4,Oklahoma,"4,766.50",,"1,031.60","2,089.58",0,,"2,316.51",21
2016,Q4,Oklahoma,,,,,,,,26
2017,Q4,Oklahoma,,,,,,,,43
2018,Q4,Oklahoma,,,,,,,,55
2019,Q4,Oklahoma,"7,196.11",,,"6,020.99",0,137.84,"2,677.30",76
2020,Q4,Oklahoma,"6,254.87",0,247.07,"5,918.34",0,191.36,"3,600.11",88
2021,Q4,Oklahoma,"16,735.00",,,"10,749.00",0,,"18,938.75",95
2022,Q4,Oklahoma,"14,363.44",,940.18,"9,825.63",0,464.46,"7,812.91",102
2015,Q4,Oregon,"400,178.19","268,128.10","117,798.62","22,596.93","1,946.44","1,784.72","101,337.21",281
2016,Q4,Oregon,,,,,,,,304
2017,Q4,Oregon,,,,,,,,347
2018,Q4,Oregon,,,,,,,,386
2019,Q4,Oregon,"350,111.00","219,427.32","79,034.87","31,485.93","1,355.16",894.95,"105,199.10",406
2020,Q4,Oregon,"405,404.96","270,332.47","30,252.59","61,428.44",,374.3,"139,988.69",428
2021,Q4,Oregon,"387,255.00","240,041.46","50,284.89","31,372.00","1,349.57",183,"86,708.73",441
2022,Q4,Oregon,"322,670.85","186,919.44","51,739.66","32,198.00",349.96,318.51,"84,817.77",451
2015,Q4,Pennsylvania,"1,368,782.03","985,526.85","267,566.16","10,713.21",,833.24,"375,221.03",278
2016,Q4,Pennsylvania,,,,,,,,333
2021,Q1,Alabama,"15,473.40",,"1,342.11","9,949.08",0,,"5,214.27",77
2021,Q1,Alaska,"31,700.88",,"6,250.67","7,866.34",0,130.26,"12,558.40",72
2021,Q1,Arizona,"470,030.54","301,527.28","17,617.49","10,601.13",0,623.62,"430,696.70",179
2021,Q1,Arkansas,"8,434.15","2,401.87",607.47,"5,894.30",0,,"3,407.34",76
2021,Q1,California,"3,447,305.00","2,721,810.62","170,281.40","124,923.00",,"1,600.63","1,100,406.98",1524
2021,Q1,Colorado,"5,252,579.00","4,396,471.57","281,846.25","46,028.00","12,759.29","1,294.52","1,787,199.16",586
2021,Q1,Connecticut,"43,901.39","24,408.37","4,482.12","8,443.89",0,141.83,"21,051.05",172
2021,Q1,Delaware,,,,"3,199.55",0,,,51
2021,Q1,District of Columbia,"7,400.00",,,"5,257.00",0,0,"4,320.17",19
2021,Q1,Florida,,,"234,658.27","48,948.00",,"1,472.21","551,284.14",531
2021,Q1,Georgia,"3,025,999.03","2,532,578.40","79,470.75","21,936.32",,555.87,"880,030.63",208
2021,Q1,Hawaii,"16,585.93",,,"2,783.93",,,"8,387.02",50
2021,Q1,Idaho,"9,194.90","7,929.90","2,863.43","3,107.58",0,162.26,"7,151.03",120
2021,Q1,Illinois,"346,723.00","301,870.37","21,623.81","24,640.00",,598.01,"75,859.36",418
2021,Q1,Indiana,"50,590.31","24,548.45","10,043.21","12,926.25",0,126.06,"25,962.16",288
2021,Q1,Iowa,"30,310.82",,"2,291.69","14,421.05",,87.58,"12,672.62",154
2021,Q1,Kansas,"6,521.66",,732,"3,244.47",0,127.18,"2,830.03",88
2021,Q1,Kentucky,"79,953.00",,"4,532.90","6,830.00",0,552.35,"52,808.20",128
2021,Q1,Louisiana,"47,271.00",,,"17,477.00",,129.59,,69
2021,Q1,Maine,"51,570.68","20,817.00","12,761.09","15,710.84",0,89.94,"22,492.05",321
2021,Q1,Maryland,"128,954.00","111,390.24","8,224.88","9,635.00",,573.6,"36,054.18",188
2021,Q1,Massachusetts,"113,767.27","60,320.42","13,235.90","20,429.83",,242.52,"43,244.85",212
2021,Q1,Michigan,"374,156.88","250,112.97","44,928.85","22,944.00",,"1,215.00","153,775.49",636
2021,Q1,Minnesota,,,"16,068.75","24,821.00",,419.44,"86,082.61",301
2021,Q1,Mississippi,"4,199.79",,,"1,969.59",0,,"1,289.09",32
2021,Q1,Missouri,,,,"9,503.59",,265.01,,230
2021,Q1,Montana,"42,405.93","13,184.15","7,731.80","12,124.78",0,635.55,"16,358.11",137
2021,Q1,Nebraska,"11,025.77",,"1,499.09","6,200.55",0,109.21,"5,217.66",78
2021,Q1,Nevada,"18,410.00","5,864.31","5,228.15","3,842.00",,,"2,619.20",73
2021,Q1,New Hampshire,,,,"12,636.59",0,519.29,,198
2021,Q1,New Jersey,"1,084,013.75","1,183,754.52",,"18,782.81",,255.74,,155
2021,Q1,New Mexico,"26,861.18","14,208.48","5,056.86","5,586.16",0,100.7,"12,678.36",720
2021,Q1,New York,"2,579,820.21","2,047,109.97","67,854.91","28,596.46",,917.42,"831,894.47",140
2021,Q1,North Carolina,"355,685.84","282,010.39","39,324.38","40,157.67",,886.53,"156,300.63",544
2021,Q1,North Dakota,"3,769.43",0,0,"3,437.31",0,26.73,"1,171.81",34
2021,Q1,Ohio,"4,512,429.59","3,954,210.39","220,771.83","30,524.84",,"1,321.89","951,634.73",525
2021,Q1,Oklahoma,"13,307.76",,,"6,265.00",0,196.44,"6,137.02",95
2021,Q1,Oregon,"444,910.71","316,057.88","39,013.61","29,657.71",,205.86,"154,036.44",441
2021,Q1,Pennsylvania,"2,077,867.00",,"100,400.91","20,311.00",,"1,495.95","447,562.15",712
2021,Q1,Rhode Island,"24,549.93","12,627.55","1,232.52","4,542.19",0,,"10,760.13",52
2021,Q1,South Carolina,"23,534.00","3,646.26","2,026.13","14,569.00",,497.87,"15,324.27",149
2021,Q1,South Dakota,"3,563.25",,,"2,516.58",0,,"2,381.96",63
2021,Q1,Tennessee,"981,556.00","901,290.15","4,900.93","17,491.00",,881.75,"190,996.03",205
2021,Q1,Texas,"4,243,909.97","3,715,398.17","172,211.23","47,307.31",,"1,363.76","1,095,435.88",581
2021,Q1,Utah,"37,059.95","15,324.96","5,798.44","9,087.03",0,,"15,678.10",55
2021,Q1,Vermont,"74,570.68","46,017.01","8,434.55","5,229.57",0,86.46,"21,651.19",111
2021,Q1,Virginia,"3,569,818.00","2,982,342.97","171,699.04","37,425.00",,321.6,"788,334.35",447
2021,Q1,Washington,"135,495.88","56,390.36","28,857.67","25,688.92",,552.21,"44,450.57",667
2021,Q1,West Virginia,"2,538.79",,278.04,"1,928.75",0,,"2,366.07",38
2021,Q1,Wisconsin,"2,849,808.00","2,282,263.57",,"20,432.00","7,995.79","1,163.53","947,718.05",374
2021,Q1,Wyoming,"12,662.86",,"4,108.31","2,979.85",0,,"6,323.73",56
2021,Q2,Alabama,"18,845.45",,"2,342.13","12,610.17",0,,"5,016.59",77
2021,Q2,Alaska,"52,390.54",,"12,139.71","12,649.50",0,184.54,"14,948.77",72
2021,Q2,Arizona,"659,112.22","542,231.53","23,674.70","13,871.17",0,772.23,"526,024.42",179
2021,Q2,Arkansas,"14,148.76","5,643.97","1,094.78","8,799.80",0,4.67,"5,028.03",76
2021,Q2,California,"3,793,582.00","2,949,407.35","300,848.25","142,546.00",,"2,206.17","1,187,061.95",1524
2021,Q2,Colorado,"5,860,766.00","4,845,400.56","401,938.23","52,368.00","3,219.75","1,407.37","1,871,924.37",586
2021,Q2,Connecticut,"58,723.15","31,879.09","8,575.43","8,557.34",,320.13,"24,263.50",172
2021,Q2,Delaware,,,,"4,597.32",,,,51
2021,Q2,District of Columbia,"11,363.77",,,"7,816.43",0,,"4,450.68",19
2021,Q2,Florida,,,"251,956.01","53,385.00",,"2,119.79","536,658.43",531
2021,Q2,Georgia,"3,970,959.83","3,401,917.99","93,592.38","25,357.25",,455.44,"964,363.41",208
2021,Q2,Hawaii,"23,315.20",,,"3,461.66",,,"7,370.74",50
2021,Q2,Idaho,"13,759.63","8,769.33","3,833.76","4,529.87",0,321.96,"7,413.93",120
2021,Q2,Illinois,"415,580.00","342,416.96","34,869.52","34,152.00",,843.04,"94,405.25",418
2021,Q2,Indiana,"50,118.85","23,456.45","8,987.73","15,133.55",0,199.4,"29,733.67",288
2021,Q2,Iowa,"43,784.93",,"5,737.04","19,555.25",,107.77,"14,518.32",154
2021,Q2,Kansas,"8,375.79",,988.04,"4,377.78",0,272.78,"2,903.38",88
2021,Q2,Kentucky,"99,747.00",,"6,323.69","7,452.00",0,644.22,"67,833.70",128
2021,Q2,Louisiana,"65,750.00",,,"23,174.00",,185.11,,69
2021,Q2,Maine,"69,942.49","28,300.83","23,444.13","15,217.16",,238.72,"25,562.11",321
2021,Q2,Maryland,"137,190.00","117,690.31","13,281.62","12,930.00",,"1,032.60","35,941.75",188
2021,Q2,Massachusetts,"148,208.51","79,594.88","28,605.78","28,428.67",,337.67,"44,747.88",212
2021,Q2,Michigan,"408,200.26","267,169.80","73,967.72","36,678.63",,"1,795.49","150,831.53",636
2021,Q2,Minnesota,"911,151.00",,"28,293.56","33,844.00",,754.67,"88,208.10",301
2021,Q2,Mississippi,"5,448.35",,,"2,939.19",0,,"1,595.09",32
2021,Q2,Missouri,,,,"13,287.90",,856.56,,230
2021,Q2,Montana,"52,937.74","18,468.94","9,884.90","16,176.19",0,728.55,"17,179.40",137
2021,Q2,Nebraska,"14,056.01",,"1,900.69","8,617.28",,133.67,"5,616.75",78
2021,Q2,Nevada,"20,441.00","4,497.06","6,395.43","5,291.00",,,"2,968.69",73
2021,Q2,New Hampshire,,,"35,671.33","15,463.28",,256.1,,198
2021,Q2,New Jersey,"1,140,181.33","1,145,558.95",,"23,351.97",,595.08,,155
2021,Q2,New Mexico,"35,615.22","16,258.19","7,401.93","7,857.46",,244.97,"14,229.44",720
2021,Q2,New York,"2,755,567.93","2,451,997.31","114,367.36","41,620.35",,"1,380.55","805,913.51",140
2021,Q2,North Carolina,"436,252.19","318,601.12","64,212.89","53,751.52",,"1,021.01","145,147.97",544
2021,Q2,North Dakota,"4,629.53",0,0,"3,798.37",0,,"1,306.15",34
2021,Q2,Ohio,"5,090,885.37","4,513,089.86","265,361.07","39,152.19",,"1,639.13","1,053,047.88",525
2021,Q2,Oklahoma,"26,573.00",,,"7,427.00",0,221.24,"16,823.54",95
2021,Q2,Oregon,"508,606.14","347,715.94","60,799.29","40,423.02","1,703.51",416.64,"108,349.71",441
2021,Q2,Pennsylvania,"2,240,840.00","1,785,784.84","150,341.34","28,360.00",,"2,514.28","516,477.11",712
2021,Q2,Rhode Island,"28,670.07","12,942.05","2,893.74","7,725.15",0,,"14,393.20",52
2021,Q2,South Carolina,"32,966.00","5,193.89","3,888.99","18,544.00",,459.86,"21,786.25",149
2021,Q2,South Dakota,"4,822.06",,,"3,337.97",0,76.52,"2,462.52",63
2021,Q2,Tennessee,"1,059,899.00","669,651.22","7,512.46","25,375.00",,947.61,"422,575.65",205
2021,Q2,Texas,"5,345,388.76","4,627,907.26","246,421.57","69,392.22",,"2,121.05","1,070,475.93",581
2021,Q2,Utah,"51,982.41","18,421.05","8,822.35","13,048.74",0,,"18,907.50",55
2021,Q2,Vermont,"88,281.59","50,753.80","13,175.70","6,908.51",0,66.11,"56,344.60",111
2021,Q2,Virginia,"3,776,233.00","3,422,504.10","243,925.39","46,174.00",,121.42,"768,064.51",447
2021,Q2,Washington,"178,675.73","72,333.21","38,991.08","41,730.94",97.13,836.69,"50,495.00",667
2021,Q2,West Virginia,"3,455.90",,407.95,"2,366.81",0,32.61,"2,394.69",38
2021,Q2,Wisconsin,"3,373,517.00","2,840,470.50",,"48,118.00","9,813.42","1,245.93","984,801.95",374
2021,Q2,Wyoming,"18,033.60",,"7,370.19","4,582.74",,,"6,216.41",56
2021,Q3,Alabama,"17,888.34",,"2,026.11","12,302.93",0,,"5,569.28",77
2021,Q3,Alaska,"48,763.73",,"11,606.47","14,060.48",0,266.24,"13,795.92",72
2021,Q3,Arizona,"351,594.26","643,920.02","19,711.64","12,338.54",0,642.97,"192,301.19",179
2021,Q3,Arkansas,"13,800.34",,,"8,851.71",0,,"3,844.36",76
2021,Q3,California,"3,821,003.00",,"296,455.88","147,380.00",,"1,368.82","1,206,935.29",1524
2021,Q3,Colorado,"5,482,772.00","4,750,540.46","382,640.19","57,607.00","4,883.01","1,788.58","1,718,071.65",586
2021,Q3,Connecticut,"53,685.78","30,997.86","9,627.17","10,924.69",0,318.11,"21,735.63",172
2021,Q3,Delaware,,,,"5,864.59",,,,51
2021,Q3,District of Columbia,"10,139.92",,,"7,134.47",0,0,"4,256.34",19
2021,Q3,Florida,,,"225,816.64","47,783.98",,"1,896.64","522,779.10",531
2021,Q3,Georgia,"3,629,490.20","3,204,965.95","72,986.57","21,007.58",,306.71,"943,421.98",208
2021,Q3,Hawaii,"25,929.94",,,"3,816.55",,,"9,004.17",50
2021,Q3,Idaho,"15,316.13","9,614.47","4,765.11","4,785.00",,250.46,"6,757.91",120
2021,Q3,Illinois,"338,622.00","295,474.84","29,421.06","31,268.00",,741.29,"81,435.15",418
2021,Q3,Indiana,"56,644.02","27,173.62","12,495.31","15,147.38",0,267.82,"28,007.94",288
2021,Q3,Iowa,"38,728.98",,"4,844.96","21,026.80",,171.81,"13,059.29",154
2021,Q3,Kansas,"8,239.47",,"1,164.72","3,947.56",0,263.62,"2,791.05",88
2021,Q3,Kentucky,"92,631.03",,"6,375.87","8,381.45",0,,"55,969.77",128
2021,Q3,Louisiana,"60,911.22",,,"20,470.24",,106.67,"28,236.59",69
2021,Q3,Maine,"79,782.11","29,486.49","25,131.00","21,867.49",0,241.13,"25,460.62",321
2021,Q3,Maryland,"113,824.00","93,128.52","14,070.76","12,151.00",,"1,655.76","35,188.29",188
2021,Q3,Massachusetts,"144,349.09","77,302.58","31,450.19","28,492.32",,396.18,"42,084.02",212
2021,Q3,Michigan,"372,638.46","235,277.35","67,728.61","39,816.07",,"1,718.47","173,797.90",636
2021,Q3,Minnesota,"306,616.00","220,278.01","34,712.83","36,788.00",,688.71,"78,565.23",301
2021,Q3,Mississippi,"4,875.39",,,"2,381.94",0,,"4,735.82",32
2021,Q3,Missouri,,,,"12,714.23",,531.5,,230
2021,Q3,Montana,"50,977.04","18,862.65","10,846.90","16,812.91",0,924.8,"15,497.94",137
2021,Q3,Nebraska,"13,989.99",,"1,910.41","7,951.41",,189.82,"5,703.79",78
2021,Q3,Nevada,"18,549.33","6,199.15","4,079.61","4,659.47",,,"1,779.91",73
2021,Q3,New Hampshire,,,"41,386.15","16,152.17",,334.78,,198
2021,Q3,New Jersey,"954,201.32","989,671.27",,"25,990.83",,347.84,,155
2021,Q3,New Mexico,"33,989.76","16,011.82","8,316.10","6,332.57",,554.04,"14,656.72",720
2021,Q3,New York,"2,616,763.18","2,307,510.65","139,652.66","41,778.51",,"1,211.08","728,231.25",140
2021,Q3,North Carolina,"472,742.66","297,443.93","60,002.99","54,234.37",,758.93,"217,529.98",544
2021,Q3,North Dakota,"3,513.77",0,0,"3,333.88",0,,"1,334.79",34
2021,Q3,Ohio,"4,761,056.12","4,296,633.83","275,140.99","36,836.36",,"1,493.27","1,020,341.48",525
2021,Q3,Oklahoma,"33,240.00",,,"7,610.00",0,199.03,,95
2021,Q3,Oregon,"441,319.35","297,603.17","62,540.57","41,686.23",872.22,390.01,"102,358.40",441
2021,Q3,Pennsylvania,"1,732,524.15","1,386,722.41","183,697.37","28,797.00",,"1,729.44","460,466.04",712
2021,Q3,Rhode Island,"26,538.71","14,802.50","2,895.32","10,142.55",0,,"9,204.57",52
2021,Q3,South Carolina,"29,313.17","3,860.72","2,782.40","17,090.00",,366.88,"22,135.66",149
2021,Q3,South Dakota,"6,390.16",,,"4,556.27",0,,"2,524.43",63
2021,Q3,Tennessee,"677,762.52","668,546.75","6,767.62","23,389.63",,"1,006.62","325,267.59",205
2021,Q3,Texas,"5,117,878.00","4,362,076.63","207,813.66","61,426.00",,"2,053.01","1,097,196.45",581
2021,Q3,Utah,"40,282.35","16,294.70","9,500.53","9,394.60",0,,"15,271.48",55
2021,Q3,Vermont,"96,836.20","55,387.89","18,028.91","7,406.71",0,39.41,"40,168.77",111
2021,Q3,Virginia,"3,742,844.27","3,278,302.09","226,256.80","50,241.95",,332.23,"735,811.91",447
2021,Q3,Washington,"190,195.37","71,620.78","44,424.20","47,166.28",97.3,845.06,"51,853.20",667
2021,Q3,West Virginia,"3,366.20",,456.2,"2,508.42",0,27.14,"2,299.08",38
2021,Q3,Wisconsin,"2,868,222.00","2,387,817.64",,"75,926.00","16,643.48","1,275.97","892,935.30",374
2021,Q3,Wyoming,"18,278.51",,"6,056.55","4,844.21",,,"5,606.81",56
2017,Q4,Pennsylvania,,,,,,,,411
2018,Q4,Pennsylvania,,,,,,,,472
2019,Q4,Pennsylvania,"1,532,228.02","1,283,626.85","195,071.47","24,165.74",,"1,474.13","413,243.90",560
2020,Q4,Pennsylvania,"2,032,908.08","1,756,708.10","88,957.83","19,954.22",,"1,388.10","424,070.33",619
2021,Q4,Pennsylvania,"1,298,794.00","1,015,078.35","139,387.36","26,750.00",,"2,509.28","422,539.60",712
2022,Q4,Pennsylvania,"1,138,312.65","978,650.94","135,745.54","22,737.36",,"1,748.68","410,280.45",761
2015,Q4,Rhode Island,"2,586.84",,,336,0,,943.72,15
2016,Q4,Rhode Island,,,,,,,,17
2017,Q4,Rhode Island,,,,,,,,27
2018,Q4,Rhode Island,,,,,,,,33
2019,Q4,Rhode Island,"21,664.16","9,606.79","4,017.43","5,980.86",0,136.58,"5,161.03",40
2020,Q4,Rhode Island,"20,516.45","12,070.89","1,236.60","4,709.83",0,,"7,536.04",51
2021,Q4,Rhode Island,"17,333.93","8,250.29","2,304.87","7,017.55",,178.68,"6,295.13",52
2022,Q4,Rhode Island,"16,470.31","5,287.87","1,811.72","10,012.67",0,,"5,757.18",54
2015,Q4,South Carolina,"13,881.36","4,850.11","4,044.38","3,469.38",,62.5,"5,554.68",51
2016,Q4,South Carolina,,,,,,,,59
2017,Q4,South Carolina,,,,,,,,84
2018,Q4,South Carolina,,,,,,,,94
2019,Q4,South Carolina,"25,818.26","3,133.58","3,596.67","18,081.16",0,498.6,"19,124.35",115
2020,Q4,South Carolina,"22,369.85","3,460.37","2,251.27","12,633.17",,556.06,"16,385.31",131
2021,Q4,South Carolina,"35,869.00","3,014.12","2,142.44","14,260.00",,110.63,"26,775.31",149
2022,Q4,South Carolina,,,"1,781.24","12,434.47",0,44.06,,164
2015,Q4,South Dakota,"1,559.42",,590.7,447.16,0,,949.05,19
2016,Q4,South Dakota,,,,,,,,21
2017,Q4,South Dakota,,,,,,,,28
2018,Q4,South Dakota,,,,,,,,35
2019,Q4,South Dakota,"3,572.09",,,"2,598.69",0,,"1,677.08",45
2020,Q4,South Dakota,"3,351.77",,,"2,508.69",0,,"2,092.06",58
2021,Q4,South Dakota,"3,250.89",,,"2,097.90",0,,"2,516.63",63
2022,Q4,South Dakota,"2,867.54",,,"2,131.59",0,12.01,"2,366.87",64
2015,Q4,Tennessee,"343,276.47","273,678.51","21,063.93","5,637.16",,"1,252.64","134,273.00",88
2016,Q4,Tennessee,,,,,,,,101
2017,Q4,Tennessee,,,,,,,,120
2018,Q4,Tennessee,,,,,,,,140
2019,Q4,Tennessee,"768,133.66","682,904.77","6,325.15","16,062.55",,,"173,163.25",174
2020,Q4,Tennessee,"1,075,488.44","1,000,377.06","4,567.45","16,731.22",,844.78,"218,251.55",196
2021,Q4,Tennessee,"464,165.00","397,356.42","5,638.85","19,606.00",0,"1,092.81","283,707.14",205
2022,Q4,Tennessee,"166,035.70","156,478.74","4,731.92","20,748.53",,558.55,"154,317.18",220
2015,Q4,Texas,"4,858,684.03","4,059,863.61","259,167.86","19,175.06",,"1,904.93","946,958.31",220
2016,Q4,Texas,,,,,,,,266
2017,Q4,Texas,,,,,,,,333
2018,Q4,Texas,,,,,,,,387
2019,Q4,Texas,"4,566,741.36","3,980,644.98","268,340.28","54,084.58",,"2,321.30","852,436.74",466
2020,Q4,Texas,"4,908,228.02","4,422,205.18","172,979.78","51,605.21",,"1,353.79","1,056,237.16",526
2021,Q4,Texas,"4,809,677.00","4,210,585.27","220,535.87","57,807.00",,"2,155.78","960,326.59",581
2022,Q4,Texas,"4,444,701.41","3,858,278.45","229,100.47","41,099.98",,"2,317.11","991,837.62",618
2015,Q4,Utah,"44,612.98","26,500.21","12,082.47","1,125.31",,,"11,702.47",29
2016,Q4,Utah,,,,,,,,34
2017,Q4,Utah,,,,,,,,39
2018,Q4,Utah,,,,,,,,46
2019,Q4,Utah,"44,006.65","22,083.61","9,707.55","5,232.20",0,,"13,286.22",54
2022,Q1,Alabama,"15,418.42",,"2,001.37","9,078.36",0,,"5,136.70",84
2022,Q1,Alaska,"38,487.00",,"7,896.15","8,617.64",0,100.47,"12,335.18",75
2022,Q1,Arizona,"400,959.68",,"18,407.66","18,128.34",0,"1,016.06",,184
2022,Q1,Arkansas,"11,476.10",,,"7,206.37",0,,"4,260.29",82
2022,Q1,California,"3,320,668.44","2,645,335.79","279,474.79","142,471.14","72,198.72","7,044.47","1,048,648.14",1571
2022,Q1,Colorado,"4,543,899.74","3,794,050.69","337,309.39","47,692.70","3,488.79","1,359.01","1,495,900.21",614
2022,Q1,Connecticut,"50,531.37","25,302.11","6,183.51","10,579.25",0,110.1,"22,982.24",176
2022,Q1,Delaware,,,,"4,517.59",,288.56,,54
2022,Q1,District of Columbia,"10,152.15",,,"6,428.21",0,,"6,100.34",21
2022,Q1,Florida,,,"276,405.13","68,439.32",,"2,367.31","527,409.01",571
2022,Q1,Georgia,"3,125,289.52","2,705,683.65","81,289.19","25,333.48",,662.61,"842,192.55",234
2022,Q1,Hawaii,"22,532.91",,"7,418.18","3,307.85",,,"7,873.86",52
2022,Q1,Idaho,"9,891.81","6,922.66","3,780.28","3,906.06",0,247.38,"7,056.16",129
2022,Q1,Illinois,"376,791.61","312,391.04","27,280.72","34,457.31",,602,"105,520.07",436
2022,Q1,Indiana,"46,350.70","34,570.25","10,468.93","11,753.16",0,48,"31,313.75",295
2022,Q1,Iowa,"34,022.13",,"3,150.68","15,344.93",,194.81,"14,940.54",166
2022,Q1,Kansas,"7,063.05",,906.08,"3,003.72",0,340.44,"3,093.61",92
2022,Q1,Kentucky,"58,916.37","52,514.18","5,905.62","8,082.74",0,69.43,"60,054.97",138
2022,Q1,Louisiana,"50,415.31",,,"22,755.92",,121.27,"24,886.88",75
2022,Q1,Maine,"62,224.43","21,702.64","19,699.04","15,042.93",,210.89,"23,050.07",340
2022,Q1,Maryland,"154,254.51","133,686.56","11,378.88","10,034.35",,616.18,"28,950.20",200
2022,Q1,Massachusetts,"123,537.01","64,506.33","23,059.30","18,526.01",,330.95,"48,863.01",227
2022,Q1,Michigan,"349,899.90","209,690.91","59,785.54","27,471.71","1,368.22","1,410.05","150,883.63",670
2022,Q1,Minnesota,,,"22,564.55","26,837.87",,418.43,"83,963.89",314
2022,Q1,Mississippi,"4,028.19",,,"2,263.77",0,,"4,570.00",33
2022,Q1,Missouri,,,,"11,792.54",,485.66,,249
2022,Q1,Montana,"39,192.81","12,060.36","7,349.07","10,486.17",0,935.27,"17,075.09",139
2022,Q1,Nebraska,"10,321.02",,"1,000.49","6,488.06",0,145.96,"4,072.44",82
2022,Q1,Nevada,"19,265.41",,"4,230.33","8,092.11",,,"4,061.79",72
2022,Q1,New Hampshire,,,,"13,739.66",0,241.47,,211
2022,Q1,New Jersey,"897,639.37","894,834.55",,"24,580.23",,217.81,"277,946.92",161
2022,Q1,New Mexico,"32,652.73","11,017.28","7,293.29","7,333.32",0,258.36,"17,355.67",762
2022,Q1,New York,"2,354,542.12","1,941,087.32","88,256.24","30,664.99","4,622.59","1,346.88","690,461.91",156
2022,Q1,North Carolina,"422,903.72","343,239.17","56,730.11","40,418.43",,219.81,"158,961.97",578
2022,Q1,North Dakota,"3,552.26",0,0,"3,182.03",0,36.38,"1,886.92",33
2022,Q1,Ohio,"4,325,766.39","3,704,408.14","249,367.36","31,505.75",,"1,264.54","936,729.58",563
2022,Q1,Oklahoma,"16,709.99",,,"10,820.64",0,519.57,"10,615.27",102
2022,Q1,Oregon,"347,543.82","203,608.43","52,507.01","32,816.07","1,138.84",294.72,"101,889.73",451
2022,Q1,Pennsylvania,"1,576,199.70","1,234,262.28","135,312.19","21,502.09",,"1,572.58","477,189.17",761
2022,Q1,Rhode Island,"18,464.61","8,545.15","1,731.88","5,589.01",0,326.41,"7,543.44",54
2022,Q1,South Carolina,,"14,794.52","2,406.51","15,448.12",,91.04,,164
2022,Q1,South Dakota,"4,644.64",,,"3,316.79",0,10.13,"3,766.51",64
2022,Q1,Tennessee,"833,380.23","607,228.75","6,211.63","22,628.95",0,193.99,"304,595.34",220
2022,Q1,Texas,"4,583,248.19","3,825,635.24","220,378.72","54,173.14",,"2,297.99","1,006,128.42",618
2022,Q1,Utah,"44,052.92","14,085.16","8,617.31","12,762.56",0,,"15,403.13",61
2022,Q1,Vermont,"85,941.38","48,580.40","15,775.90","7,337.41",0,79.27,"55,287.13",117
