Jurisdiction,Postal Code,FIPS Code,Policies as of,Control,Specific Excise Tax Per Gallon for 5% Alcohol,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Additional Taxes for 3.2-6% Alcohol,Notes,Citations Count,Citations,Juris Note,Row Note
Tennessee,TN,47,1/1/2020,0,$1.29,,,0,,,,,0,,,,,11 Citations,"EB: 2013 Tenn. Pub. Acts 189,  § 1

CS: Tenn. Code Ann. § 57-3-101

CS: Tenn. Code Ann. § 57-4-302

CS: Tenn. Code Ann. § 57-5-101

CS: Tenn. Code Ann. § 57-5-102

CS: Tenn. Code Ann. § 57-5-201

CS: Tenn. Code Ann. § 57-6-102

CS: Tenn. Code Ann. § 57-6-103

CS: Tenn. Code Ann. § 67-6-102

CS: Tenn. Code Ann. § 67-6-202

CS: Tenn. Code Ann. § 67-6-228",,
Tennessee,TN,47,1/1/2021,0,$1.29,,,0,,,,,0,,,,,11 Citations,"EB: 2013 Tenn. Pub. Acts 189,  § 1

CS: Tenn. Code Ann. § 57-3-101

CS: Tenn. Code Ann. § 57-4-302

CS: Tenn. Code Ann. § 57-5-101

CS: Tenn. Code Ann. § 57-5-102

CS: Tenn. Code Ann. § 57-5-201

CS: Tenn. Code Ann. § 57-6-102

CS: Tenn. Code Ann. § 57-6-103

CS: Tenn. Code Ann. § 67-6-102

CS: Tenn. Code Ann. § 67-6-202

CS: Tenn. Code Ann. § 67-6-228",,
Tennessee,TN,47,1/1/2022,0,$1.29,,,0,,,,,0,,,,,11 Citations,"EB: 2013 Tenn. Pub. Acts 189,  § 1

CS: Tenn. Code Ann. § 57-3-101

CS: Tenn. Code Ann. § 57-4-302

CS: Tenn. Code Ann. § 57-5-101

CS: Tenn. Code Ann. § 57-5-102

CS: Tenn. Code Ann. § 57-5-201

CS: Tenn. Code Ann. § 57-6-102

CS: Tenn. Code Ann. § 57-6-103

CS: Tenn. Code Ann. § 67-6-102

CS: Tenn. Code Ann. § 67-6-202

CS: Tenn. Code Ann. § 67-6-228",,
Tennessee,TN,47,1/1/2023,0,$1.29,,,0,,,,,0,,,,,11 Citations,"EB: 2013 Tenn. Pub. Acts 189,  § 1

CS: Tenn. Code Ann. § 57-3-101

CS: Tenn. Code Ann. § 57-4-302

CS: Tenn. Code Ann. § 57-5-101

CS: Tenn. Code Ann. § 57-5-102

CS: Tenn. Code Ann. § 57-5-201

CS: Tenn. Code Ann. § 57-6-102

CS: Tenn. Code Ann. § 57-6-103

CS: Tenn. Code Ann. § 67-6-102

CS: Tenn. Code Ann. § 67-6-202

CS: Tenn. Code Ann. § 67-6-228",,
Texas,TX,48,1/1/2010,0,$0.19,,14.00%,1,6.25%,7.75%,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",10 Citations,"CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 151.051

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2011,0,$0.19,,14.00%,1,6.25%,7.75%,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",10 Citations,"CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 151.051

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2012,0,$0.19,,14.00%,1,6.25%,7.75%,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",10 Citations,"CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 151.051

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2013,0,$0.19,,14.00%,1,6.25%,7.75%,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",10 Citations,"CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 151.051

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2014,0,$0.19,,14.95%,1,6.25%,8.70%,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",13 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2015,0,$0.19,,14.95%,1,6.25%,8.70%,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",13 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2016,0,$0.19,,14.95%,1,6.25%,8.70%,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",14 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2017,0,$0.19,,14.95%,1,6.25%,8.70%,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",14 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2018,0,$0.19,,0.1495,1,0.0625,0.087,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",14 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2019,0,$0.19,,0.1495,1,0.0625,0.087,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",14 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2020,0,$0.19,,0.1495,1,0.0625,0.087,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",14 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2021,0,$0.19,,0.1495,1,0.0625,0.087,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",14 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2022,0,$0.19,,0.1495,1,0.0625,0.087,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",12 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
Texas,TX,48,1/1/2023,0,$0.19,,14.95%,1,6.25%,8.70%,,,0,,,$0.20 per gallon for alcohol content of more than 5%.,"Juris Note: 

            In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",12 Citations,"EB: 2013 Tex. Gen. Laws 1403, §§ 6 and 12

CS: Tex. Alco. Bev. Code § 1.04

CS: Tex. Alco. Bev. Code § 25.01

CS: Tex. Alco. Bev. Code § 28.01

CS: Tex. Alco. Bev. Code § 69.01

CS: Tex. Alco. Bev. Code § 201.41

CS: Tex. Alco. Bev. Code § 201.42

CS: Tex. Alco. Bev. Code § 203.01

CS: Tex. Tax Code § 151.051

CS: Tex. Tax Code § 151.308

CS: Tex. Tax Code § 183.021

CS: Tex. Tax Code § 183.041

CR: 34 Tex. Admin. Code § 3.1001

CR: 34 Tex. Admin. Code § 3.1002","In Texas, holders of a wine and beer retailer's permit or a beer retail dealer's license are subject to the State sales tax rate of 6.25% rather than the Ad Valorem Excise Tax On-Premises rates.",
United States,US,,1/1/2010,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2011,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2012,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2013,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2014,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2015,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2016,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2017,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2018,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2019,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2020,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2021,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2022,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
United States,US,,1/1/2023,0,$0.58,,,0,,,,,0,,,,,2 Citations,"CS: 26 U.S.C. § 5051

CS: 26 U.S.C. § 5052",,
Utah,UT,49,1/1/2010,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2011,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2012,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2013,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2014,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2015,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2016,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2017,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2018,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2019,1,,,,0,,,,,0,,,,,,,,
Utah,UT,49,1/1/2020,0,$0.42,,,0,,,,,0,,,,,3 Citations,"EB: 2019 Utah Laws 336

CS: Utah Code Ann. § 32B-1-102

CS: Utah Code Ann. § 59-15-101",,
Utah,UT,49,1/1/2021,0,$0.42,,,0,,,,,0,,,,,3 Citations,"EB: 2019 Utah Laws 336

CS: Utah Code Ann. § 32B-1-102

CS: Utah Code Ann. § 59-15-101",,
Utah,UT,49,1/1/2022,0,$0.42,,,0,,,,,0,,,,,3 Citations,"EB: 2019 Utah Laws 336

CS: Utah Code Ann. § 32B-1-102

CS: Utah Code Ann. § 59-15-101",,
Utah,UT,49,1/1/2023,0,$0.42,,,0,,,,,0,,,,,3 Citations,"EB: 2019 Utah Laws 336

CS: Utah Code Ann. § 32B-1-102

CS: Utah Code Ann. § 59-15-101",,
Vermont,VT,50,1/1/2010,0,$0.27,,10.00%,1,6.00%,4.00%,,,0,,,,,9 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
Vermont,VT,50,1/1/2011,0,$0.27,,10.00%,1,6.00%,4.00%,,,0,,,,,9 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
Vermont,VT,50,1/1/2012,0,$0.27,,10.00%,1,6.00%,4.00%,,,0,,,,,9 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
Vermont,VT,50,1/1/2013,0,$0.27,,10.00%,1,6.00%,4.00%,,,0,,,,,9 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
Vermont,VT,50,1/1/2014,0,$0.27,,10.00%,1,6.00%,4.00%,,,0,,,,,9 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
Vermont,VT,50,1/1/2015,0,$0.27,,10.00%,1,6.00%,4.00%,,,0,,,,,8 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
Vermont,VT,50,1/1/2016,0,$0.27,,10.00%,1,6.00%,4.00%,,,0,,,,,8 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
Vermont,VT,50,1/1/2017,0,$0.27,,10.00%,1,6.00%,4.00%,,,0,,,,,8 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
Vermont,VT,50,1/1/2018,0,$0.27,,0.1,1,0.06,0.04,,,0,,,,,8 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
Vermont,VT,50,1/1/2019,0,$0.27,,0.1,1,0.06,0.04,,,0,,,,,8 Citations,"EB: 2003 Vt. Acts & Resolves 68, §§ 30, 31, 60, 87

CS: Vt. Stat. Ann. tit. 7, § 2

CS: Vt. Stat. Ann. tit. 7, § 421

CS: Vt. Stat. Ann. tit. 32, § 9202

CS: Vt. Stat. Ann. tit. 32, § 9241

CS: Vt. Stat. Ann. tit. 32, § 9242

CS: Vt. Stat. Ann. tit. 32, § 9741

CS: Vt. Stat. Ann. tit. 32, § 9771

CR: Vt. Code R. 1-3-105:1.9232.8",,
